0;0.172693;
10;9.76142;
20;19.7118;
30;29.6771;
40;39.6672;
50;49.7644;
60;59.7965;
70;69.8463;
80;79.9116;
90;89.9833;
100;99.8879;
110;109.954;
120;120.011;
130;130.055;
140;140.002;
150;150.02;
160;160.023;
170;170.019;
180;180.181;
190;190.171;
200;200.165;
210;210.164;
220;220.171;
230;230.269;
240;240.288;
250;250.311;
260;260.332;
270;270.175;
280;280.18;
290;290.171;
300;300.145;
310;310.103;
320;319.962;
330;329.893;
340;339.814;
350;349.735;
