0;0.0866377;
10;9.9855;
20;19.9275;
30;29.8746;
40;39.8331;
50;49.9666;
60;60.0068;
70;70.0314;
80;80.0488;
90;90.0299;
100;99.9956;
110;110.02;
120;120.037;
130;130.042;
140;139.896;
150;149.837;
160;159.808;
170;169.787;
180;180.093;
190;189.923;
200;199.902;
210;209.886;
220;219.827;
230;230.048;
240;240.003;
250;250.036;
260;260.083;
270;270.034;
280;280.09;
290;290.142;
300;300.184;
310;310.214;
320;320.081;
330;330.077;
340;340.057;
350;350.025;
