1;2.43938
2;3.21166
3;5.2222
4;3.76081
5;41.6815
6;34.9681
7;9.61813
8;32.7961
9;42.7233
10;7.61646
11;6.43946
12;24.302
13;13.2041
14;36.5647
15;25.1119
16;13.7548
17;89.4932
18;28.1162
19;35.0701
20;44.8054
